# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Apr  9 16:34:15 2020
#
# User preference: *
#
# CONSTRAINT:  where (koi_disposition like '%CONFIRMED%')
#
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_impact_err1: Impact Parameter Upper Unc.
# COLUMN koi_impact_err2: Impact Parameter Lower Unc.
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_sma:        Orbit Semi-Major Axis [au]
# COLUMN koi_sma_err1:   Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN koi_sma_err2:   Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN koi_incl:       Inclination [deg]
# COLUMN koi_incl_err1:  Inclination Upper Unc. [deg]
# COLUMN koi_incl_err2:  Inclination Lower Unc. [deg]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_insol_err1: Insolation Flux Upper Unc. [Earth flux]
# COLUMN koi_insol_err2: Insolation Flux Lower Unc. [Earth flux]
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN koi_smass_err1: Stellar Mass Upper Unc. [Solar mass]
# COLUMN koi_smass_err2: Stellar Mass Lower Unc. [Solar mass]
# COLUMN koi_sage:       Stellar Age [Gyr]
# COLUMN koi_sage_err1:  Stellar Age Upper Unc. [Gyr]
# COLUMN koi_sage_err2:  Stellar Age Lower Unc. [Gyr]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
#
kepler_name,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,ra,dec
Kepler-170 b,CONFIRMED,7.930583519,9.4100000e-06,-9.4100000e-06,0.5590,0.3360,-0.3470,3.60830,0.04540,-0.04540,8.2610e+02,1.020e+01,-1.020e+01,3.05,4.700e-01,-1.700e-01,0.0800,,,87.79,,,899.0,,,154.36,66.57,-27.32,5674.00,103.00,-114.00,4.446,0.034,-0.128,1.0320,0.1590,-0.0570,1.0860,0.0500,-0.0660,,,,284.521180,41.629601
Kepler-102 c,CONFIRMED,7.071361190,3.0850000e-05,-3.0850000e-05,0.6580,0.2920,-0.4330,2.75700,0.11100,-0.11100,6.5700e+01,3.200e+00,-3.200e+00,0.63,4.000e-02,-2.000e-02,0.0670,,,87.48,,,719.0,,,63.11,14.34,-9.52,4900.00,98.00,-98.00,4.602,0.017,-0.049,0.7410,0.0480,-0.0300,0.8060,0.0330,-0.0490,,,,281.482730,47.208031
Kepler-599 b,CONFIRMED,15.655638660,3.2060000e-05,-3.2060000e-05,0.3040,0.1460,-0.3030,3.93050,0.06270,-0.06270,9.5590e+02,2.080e+01,-2.080e+01,2.55,3.200e-01,-3.100e-01,0.1128,,,89.42,,,623.0,,,35.62,14.99,-11.41,5185.00,154.00,-154.00,4.484,0.100,-0.100,0.8370,0.1040,-0.1040,0.7790,0.0990,-0.0580,,,,285.911500,41.069439
Kepler-600 b,CONFIRMED,23.675131530,9.0320000e-05,-9.0320000e-05,0.8220,0.0180,-0.5850,4.64700,0.13000,-0.13000,9.8040e+02,3.430e+01,-3.430e+01,2.76,4.300e-01,-2.300e-01,0.1536,,,88.06,,,528.0,,,18.38,8.95,-4.57,5309.00,143.00,-143.00,4.588,0.032,-0.097,0.7810,0.1220,-0.0660,0.8690,0.0610,-0.0960,,,,283.833070,41.978649
Kepler-149 b,CONFIRMED,29.198992190,2.3980000e-05,-2.3980000e-05,0.0430,0.3300,-0.0430,5.12270,0.03770,-0.03770,2.0472e+03,1.330e+01,-1.330e+01,4.15,4.900e-01,-3.200e-01,0.1815,,,89.95,,,540.0,,,20.05,7.02,-4.31,5376.00,107.00,-107.00,4.462,0.060,-0.090,0.9400,0.1100,-0.0730,0.9340,0.0450,-0.0500,,,,285.853670,38.384121
Kepler-149 d,CONFIRMED,160.019159800,5.2080000e-04,-5.2080000e-04,0.8520,0.0420,-0.5870,5.47200,0.16300,-0.16300,1.5528e+03,3.340e+01,-3.340e+01,4.28,5.000e-01,-3.300e-01,0.5642,,,89.64,,,306.0,,,2.08,0.72,-0.45,5376.00,107.00,-107.00,4.462,0.060,-0.090,0.9400,0.1100,-0.0730,0.9340,0.0450,-0.0500,,,,285.853670,38.384121
Kepler-20 A c,CONFIRMED,10.854095934,4.9770000e-06,-4.9770000e-06,0.4220,0.0340,-0.3580,3.77680,0.02040,-0.02040,1.0344e+03,4.500e+00,-4.500e+00,2.99,3.300e-01,-2.700e-01,0.0919,,,88.83,,,765.0,,,80.88,26.80,-19.06,5465.00,109.00,-109.00,4.449,0.085,-0.085,0.9250,0.1010,-0.0830,0.8760,0.0600,-0.0440,,,,287.698000,42.338718
Kepler-149 c,CONFIRMED,55.329139900,5.1740000e-04,-5.1740000e-04,0.2090,0.2460,-0.2090,6.91800,0.21500,-0.21500,3.2570e+02,1.600e+01,-1.600e+01,1.67,1.900e-01,-1.300e-01,0.2779,,,89.80,,,436.0,,,8.55,3.00,-1.84,5376.00,107.00,-107.00,4.462,0.060,-0.090,0.9400,0.1100,-0.0730,0.9340,0.0450,-0.0500,,,,285.853670,38.384121
Kepler-161 c,CONFIRMED,7.064252021,7.0660000e-06,-7.0660000e-06,0.7520,0.0470,-0.5100,1.38670,0.02910,-0.02910,7.2890e+02,1.620e+01,-1.620e+01,2.37,1.500e-01,-1.300e-01,0.0677,,,88.42,,,769.0,,,82.76,18.58,-14.39,5076.00,101.00,-101.00,4.550,0.036,-0.050,0.7990,0.0510,-0.0430,0.8270,0.0430,-0.0430,,,,290.516480,43.083820
Kepler-162 c,CONFIRMED,19.446391390,2.5590000e-05,-2.5590000e-05,0.8130,0.0670,-0.5660,3.62270,0.05580,-0.05580,9.2600e+02,1.200e+01,-1.200e+01,3.24,8.900e-01,-4.800e-01,0.1355,,,88.21,,,681.0,,,50.73,40.80,-18.03,5815.00,157.00,-174.00,4.421,0.120,-0.180,0.9540,0.2610,-0.1400,0.8750,0.1210,-0.0800,,,,297.278900,43.724018
Kepler-162 b,CONFIRMED,6.919869880,2.7660000e-05,-2.7660000e-05,0.8190,0.0090,-0.5820,3.42530,0.08640,-0.08640,1.7010e+02,7.400e+00,-7.400e+00,1.39,3.800e-01,-2.000e-01,0.0680,,,84.93,,,961.0,,,201.41,162.02,-71.55,5815.00,157.00,-174.00,4.421,0.120,-0.180,0.9540,0.2610,-0.1400,0.8750,0.1210,-0.0800,,,,297.278900,43.724018
Kepler-170 c,CONFIRMED,16.665899400,2.9700000e-05,-2.9700000e-05,0.4290,0.0420,-0.3990,4.19340,0.05440,-0.05440,7.5420e+02,1.340e+01,-1.340e+01,2.85,4.400e-01,-1.600e-01,0.1313,,,89.13,,,702.0,,,57.31,24.71,-10.15,5674.00,103.00,-114.00,4.446,0.034,-0.128,1.0320,0.1590,-0.0570,1.0860,0.0500,-0.0660,,,,284.521180,41.629601
Kepler-171 b,CONFIRMED,4.166966280,4.0670000e-06,-4.0670000e-06,0.0220,0.3150,-0.0220,2.75350,0.02490,-0.02490,8.7770e+02,1.220e+01,-1.220e+01,2.74,3.400e-01,-2.200e-01,0.0492,,,89.89,,,1053.0,,,291.34,97.66,-59.91,5456.00,81.00,-81.00,4.450,0.072,-0.096,0.9430,0.1150,-0.0770,0.9140,0.0520,-0.0460,,,,296.771910,41.755539
Kepler-171 c,CONFIRMED,11.463471650,1.7060000e-05,-1.7060000e-05,0.1030,0.3020,-0.1030,2.59900,0.03960,-0.03960,1.0486e+03,2.010e+01,-2.010e+01,3.00,3.700e-01,-2.400e-01,0.0966,,,89.83,,,752.0,,,75.57,25.34,-15.54,5456.00,81.00,-81.00,4.450,0.072,-0.096,0.9430,0.1150,-0.0770,0.9140,0.0520,-0.0460,,,,296.771910,41.755539
Kepler-171 d,CONFIRMED,39.603400000,2.6900000e-04,-2.6900000e-04,0.1660,0.2940,-0.1660,6.48700,0.15000,-0.15000,5.7270e+02,2.310e+01,-2.310e+01,2.22,2.700e-01,-1.800e-01,0.2208,,,89.80,,,497.0,,,14.47,4.84,-2.98,5456.00,81.00,-81.00,4.450,0.072,-0.096,0.9430,0.1150,-0.0770,0.9140,0.0520,-0.0460,,,,296.771910,41.755539
Kepler-172 b,CONFIRMED,2.940304817,4.7380000e-06,-4.7380000e-06,0.8250,0.0030,-0.6200,2.72260,0.03680,-0.03680,4.7240e+02,1.000e+01,-1.000e+01,2.59,3.800e-01,-2.700e-01,0.0397,,,80.64,,,1256.0,,,588.66,245.83,-153.26,5527.00,111.00,-111.00,4.376,0.099,-0.110,1.0540,0.1520,-0.1100,0.9640,0.0630,-0.0470,,,,283.368410,41.821861
Kepler-601 b,CONFIRMED,5.378868001,7.6900000e-06,-7.6900000e-06,0.7580,0.0980,-0.5320,2.72220,0.03960,-0.03960,4.8340e+02,9.100e+00,-9.100e+00,1.86,1.300e-01,-9.000e-02,0.0560,,,85.81,,,833.0,,,113.59,26.04,-19.07,5077.00,101.00,-101.00,4.567,0.032,-0.048,0.7740,0.0510,-0.0390,0.8060,0.0430,-0.0430,,,,282.004610,42.176529
Kepler-602 b,CONFIRMED,15.284677250,6.4040000e-05,-6.4040000e-05,0.7740,0.1300,-0.5440,6.07680,0.09670,-0.09670,3.2130e+02,9.600e+00,-9.600e+00,2.70,4.300e-01,-5.300e-01,0.1224,,,86.51,,,852.0,,,124.40,53.02,-48.07,5763.00,86.00,-78.00,4.181,0.162,-0.108,1.3740,0.2190,-0.2680,1.0450,0.0900,-0.0730,,,,296.031980,42.141960
Kepler-603 b,CONFIRMED,21.053499390,8.9810000e-05,-8.9810000e-05,0.0080,0.3930,-0.0080,7.16050,0.08960,-0.08960,4.9660e+02,1.330e+01,-1.330e+01,2.75,4.400e-01,-4.400e-01,0.1502,,,89.98,,,731.0,,,67.48,28.41,-22.44,5751.00,78.00,-78.00,4.254,0.143,-0.104,1.2470,0.2000,-0.2000,1.0180,0.0810,-0.0650,,,,294.280980,42.290970
Kepler-603 c,CONFIRMED,127.905412000,3.1900000e-04,-3.1900000e-04,0.4700,0.0960,-0.2550,14.47500,0.13700,-0.13700,4.0206e+03,2.500e+01,-2.500e+01,8.03,1.290e+00,-1.290e+00,0.5001,,,89.58,,,401.0,,,6.09,2.56,-2.03,5751.00,78.00,-78.00,4.254,0.143,-0.104,1.2470,0.2000,-0.2000,1.0180,0.0810,-0.0650,,,,294.280980,42.290970
Kepler-603 d,CONFIRMED,6.217160390,1.8990000e-05,-1.8990000e-05,0.3330,0.0960,-0.3330,4.42890,0.06410,-0.06410,2.1120e+02,9.200e+00,-9.200e+00,1.81,3.000e-01,-2.900e-01,0.0666,,,88.14,,,1098.0,,,343.21,144.51,-114.12,5751.00,78.00,-78.00,4.254,0.143,-0.104,1.2470,0.2000,-0.2000,1.0180,0.0810,-0.0650,,,,294.280980,42.290970
Kepler-150 c,CONFIRMED,7.381980206,7.1580000e-06,-7.1580000e-06,0.0960,0.2830,-0.0960,3.11520,0.02870,-0.02870,1.4338e+03,1.530e+01,-1.530e+01,3.42,4.100e-01,-2.700e-01,0.0717,,,89.71,,,876.0,,,138.88,49.66,-29.55,5559.00,110.00,-110.00,4.470,0.068,-0.102,0.9140,0.1100,-0.0700,0.8990,0.0610,-0.0500,,,,288.234100,40.520901
Kepler-559 b,CONFIRMED,17.587516920,2.1100000e-05,-2.1100000e-05,0.1060,0.2910,-0.1060,4.37730,0.03580,-0.03580,1.3778e+03,1.400e+01,-1.400e+01,4.03,6.800e-01,-6.800e-01,0.1277,,,89.81,,,706.0,,,58.60,26.22,-20.18,5433.00,81.00,-73.00,4.302,0.159,-0.116,1.1070,0.1860,-0.1860,0.8960,0.0620,-0.0360,,,,296.636840,43.802792
Kepler-560 B b,CONFIRMED,18.477626940,1.5630000e-05,-1.5630000e-05,0.7120,0.1540,-0.4880,1.94000,0.04570,-0.04570,2.6046e+03,3.970e+01,-3.970e+01,1.55,3.200e-01,-2.900e-01,0.0887,,,89.27,,,267.0,,,1.21,0.72,-0.47,3395.00,74.00,-67.00,4.970,0.072,-0.065,0.2830,0.0590,-0.0530,0.2710,0.0720,-0.0590,,,,300.206090,45.018139
Kepler-561 b,CONFIRMED,58.362057910,4.0950000e-05,-4.0950000e-05,0.4020,0.0450,-0.3190,6.33630,0.05080,-0.05080,5.3747e+03,2.060e+01,-2.060e+01,7.02,1.950e+00,-7.900e-01,0.2918,,,89.67,,,446.0,,,9.33,7.65,-2.79,5592.00,150.00,-166.00,4.467,0.065,-0.182,0.9530,0.2660,-0.1060,0.9730,0.0940,-0.0940,,,,293.747100,45.107220
Kepler-561 c,CONFIRMED,5.350156114,4.5420000e-06,-4.5420000e-06,0.0080,0.3490,-0.0080,2.26470,0.02150,-0.02150,7.6480e+02,9.900e+00,-9.900e+00,2.60,7.200e-01,-2.900e-01,0.0593,,,89.98,,,989.0,,,226.02,185.09,-67.76,5592.00,150.00,-166.00,4.467,0.065,-0.182,0.9530,0.2660,-0.1060,0.9730,0.0940,-0.0940,,,,293.747100,45.107220
Kepler-172 c,CONFIRMED,6.388996580,1.3970000e-05,-1.3970000e-05,0.8760,0.0060,-0.6280,3.50320,0.04780,-0.04780,5.4330e+02,1.270e+01,-1.270e+01,2.89,4.200e-01,-3.000e-01,0.0666,,,83.26,,,970.0,,,209.17,87.35,-54.46,5527.00,111.00,-111.00,4.376,0.099,-0.110,1.0540,0.1520,-0.1100,0.9640,0.0630,-0.0470,,,,283.368410,41.821861
Kepler-172 d,CONFIRMED,14.627096850,6.5530000e-05,-6.5530000e-05,0.9450,0.0170,-0.7190,4.09700,0.10700,-0.10700,3.9640e+02,1.820e+01,-1.820e+01,2.70,3.900e-01,-2.800e-01,0.1157,,,84.97,,,736.0,,,69.31,28.94,-18.05,5527.00,111.00,-111.00,4.376,0.099,-0.110,1.0540,0.1520,-0.1100,0.9640,0.0630,-0.0470,,,,283.368410,41.821861
Kepler-172 e,CONFIRMED,35.118443200,2.1680000e-04,-2.1680000e-04,0.9580,0.0450,-0.6930,4.59000,0.23700,-0.23700,5.4240e+02,2.760e+01,-2.760e+01,3.26,4.700e-01,-3.400e-01,0.2074,,,87.49,,,550.0,,,21.57,9.01,-5.62,5527.00,111.00,-111.00,4.376,0.099,-0.110,1.0540,0.1520,-0.1100,0.9640,0.0630,-0.0470,,,,283.368410,41.821861
Kepler-173 c,CONFIRMED,8.005790960,1.1230000e-05,-1.1230000e-05,0.0920,0.3290,-0.0920,3.05490,0.04210,-0.04210,6.2970e+02,1.020e+01,-1.020e+01,2.36,5.500e-01,-4.200e-01,0.0725,,,89.74,,,956.0,,,197.06,137.49,-78.75,6032.00,163.00,-181.00,4.395,0.165,-0.182,0.9350,0.2200,-0.1650,0.7930,0.0930,-0.0500,,,,294.646700,41.884109
Kepler-173 b,CONFIRMED,4.263743780,1.6960000e-05,-1.6960000e-05,0.3680,0.0890,-0.3680,2.27250,0.08410,-0.08410,1.8200e+02,8.700e+00,-8.700e+00,1.28,3.000e-01,-2.200e-01,0.0476,,,88.44,,,1179.0,,,457.15,318.96,-182.68,6032.00,163.00,-181.00,4.395,0.165,-0.182,0.9350,0.2200,-0.1650,0.7930,0.0930,-0.0500,,,,294.646700,41.884109
Kepler-462 b,CONFIRMED,84.687752400,1.7780000e-04,-1.7780000e-04,0.0170,0.3030,-0.0170,10.02480,0.05200,-0.05200,3.4770e+02,4.100e+00,-4.100e+00,3.37,5.800e-01,-7.800e-01,0.4172,,,89.99,,,611.0,,,32.96,15.80,-15.16,6688.00,120.00,-147.00,4.062,0.174,-0.116,1.7900,0.3110,-0.4150,1.3530,0.0960,-0.1780,,,,299.821170,43.814270
Kepler-604 b,CONFIRMED,25.854999780,8.5450000e-05,-8.5450000e-05,0.2650,0.1680,-0.2650,3.87370,0.08570,-0.08570,6.1050e+02,2.080e+01,-2.080e+01,2.40,7.500e-01,-2.500e-01,0.1735,,,89.70,,,637.0,,,38.81,36.45,-11.58,6122.00,182.00,-200.00,4.487,0.054,-0.216,0.9640,0.3020,-0.1010,1.0410,0.1390,-0.1390,,,,292.316010,42.626251
Kepler-184 b,CONFIRMED,10.687582110,1.4130000e-05,-1.4130000e-05,0.8180,0.0180,-0.5610,3.38120,0.04150,-0.04150,7.7770e+02,1.080e+01,-1.080e+01,2.64,6.900e-01,-2.900e-01,0.0909,,,86.89,,,780.0,,,87.41,66.99,-25.58,5788.00,155.00,-155.00,4.524,0.060,-0.180,0.8480,0.2210,-0.0950,0.8770,0.1000,-0.0900,,,,291.951900,43.074711
Kepler-184 c,CONFIRMED,20.303035060,5.9950000e-05,-5.9950000e-05,0.7930,0.1320,-0.5740,4.50380,0.06950,-0.06950,5.3340e+02,1.280e+01,-1.280e+01,2.16,5.600e-01,-2.400e-01,0.1395,,,87.96,,,630.0,,,37.12,28.44,-10.87,5788.00,155.00,-155.00,4.524,0.060,-0.180,0.8480,0.2210,-0.0950,0.8770,0.1000,-0.0900,,,,291.951900,43.074711
Kepler-150 d,CONFIRMED,12.560966180,2.6530000e-05,-2.6530000e-05,0.0220,0.4370,-0.0220,3.76470,0.06080,-0.06080,9.2310e+02,1.810e+01,-1.810e+01,2.74,3.300e-01,-2.100e-01,0.1021,,,89.95,,,734.0,,,68.49,24.49,-14.58,5559.00,110.00,-110.00,4.470,0.068,-0.102,0.9140,0.1100,-0.0700,0.8990,0.0610,-0.0500,,,,288.234100,40.520901
Kepler-150 e,CONFIRMED,30.826104300,2.0790000e-04,-2.0790000e-04,0.9430,0.0030,-0.6540,5.91400,0.26200,-0.26200,7.4220e+02,2.520e+01,-2.520e+01,3.18,3.800e-01,-2.400e-01,0.1858,,,86.76,,,544.0,,,20.68,7.40,-4.40,5559.00,110.00,-110.00,4.470,0.068,-0.102,0.9140,0.1100,-0.0700,0.8990,0.0610,-0.0500,,,,288.234100,40.520901
Kepler-20 A b,CONFIRMED,3.696121272,2.3940000e-06,-2.3940000e-06,0.0160,0.3710,-0.0160,2.46300,0.01810,-0.01810,3.8340e+02,3.300e+00,-3.300e+00,1.78,1.900e-01,-1.600e-01,0.0448,,,89.92,,,1095.0,,,340.33,112.79,-80.17,5465.00,109.00,-109.00,4.449,0.085,-0.085,0.9250,0.1010,-0.0830,0.8760,0.0600,-0.0440,,,,287.698000,42.338718
Kepler-150 b,CONFIRMED,3.428063060,1.9900000e-05,-1.9900000e-05,0.0820,0.3770,-0.0820,2.41700,0.14400,-0.14400,1.7840e+02,1.260e+01,-1.260e+01,1.21,1.400e-01,-1.000e-01,0.0430,,,89.57,,,1131.0,,,386.14,138.06,-82.18,5559.00,110.00,-110.00,4.470,0.068,-0.102,0.9140,0.1100,-0.0700,0.8990,0.0610,-0.0500,,,,288.234100,40.520901
Kepler-545 b,CONFIRMED,13.249318480,1.8720000e-05,-1.8720000e-05,0.6200,0.0330,-0.4460,4.48590,0.04380,-0.04380,6.4760e+02,8.400e+00,-8.400e+00,2.86,4.300e-01,-3.400e-01,0.1087,,,88.07,,,806.0,,,99.54,41.19,-28.54,5799.00,104.00,-116.00,4.361,0.110,-0.110,1.0780,0.1590,-0.1300,0.9720,0.0720,-0.0580,,,,290.566310,40.692039
Kepler-562 b,CONFIRMED,18.009322140,1.0140000e-05,-1.0140000e-05,0.5500,0.0810,-0.2470,4.96110,0.05020,-0.05020,3.0044e+03,1.480e+01,-1.480e+01,4.96,1.570e+00,-3.900e-01,0.1333,,,88.73,,,658.0,,,44.29,40.55,-10.66,5815.00,146.00,-160.00,4.540,0.037,-0.213,0.8770,0.2780,-0.0690,0.9730,0.1160,-0.1160,,,,290.119630,46.273811
Kepler-563 b,CONFIRMED,22.184318240,2.5690000e-05,-2.5690000e-05,0.0320,0.3480,-0.0320,3.03970,0.03220,-0.03220,1.5930e+03,2.120e+01,-2.120e+01,3.18,3.400e-01,-3.700e-01,0.1418,,,89.97,,,546.0,,,21.06,7.86,-6.51,5157.00,153.00,-153.00,4.500,0.093,-0.076,0.8180,0.0860,-0.0960,0.7710,0.0980,-0.0570,,,,292.446260,46.289768
Kepler-102 b,CONFIRMED,5.286919960,2.9470000e-05,-2.9470000e-05,0.7050,0.2300,-0.4940,2.57900,0.13600,-0.13600,4.1500e+01,2.900e+00,-2.900e+00,0.51,3.000e-02,-2.000e-02,0.0552,,,86.41,,,792.0,,,92.97,21.13,-14.02,4900.00,98.00,-98.00,4.602,0.017,-0.049,0.7410,0.0480,-0.0300,0.8060,0.0330,-0.0490,,,,281.482730,47.208031
Kepler-583 b,CONFIRMED,6.510030010,1.3190000e-05,-1.3190000e-05,0.0230,0.4190,-0.0230,3.30950,0.05160,-0.05160,6.0280e+02,1.400e+01,-1.400e+01,2.78,7.500e-01,-5.000e-01,0.0689,,,89.91,,,1017.0,,,253.24,200.88,-102.53,5638.00,154.00,-171.00,4.327,0.149,-0.182,1.1530,0.3100,-0.2070,1.0290,0.1000,-0.1110,,,,282.111330,42.354500
Kepler-584 b,CONFIRMED,35.181057230,9.8070000e-05,-9.8070000e-05,0.7720,0.1240,-0.4950,7.54500,0.13500,-0.13500,9.8770e+02,1.810e+01,-1.810e+01,4.17,1.240e+00,-5.400e-01,0.2281,,,88.18,,,664.0,,,45.89,39.24,-16.00,6520.00,157.00,-246.00,4.375,0.065,-0.195,1.2150,0.3630,-0.1560,1.2790,0.1630,-0.2170,,,,288.230590,42.413620
Kepler-184 d,CONFIRMED,29.022352170,8.6270000e-05,-8.6270000e-05,0.9020,0.0080,-0.6670,4.02630,0.08700,-0.08700,6.3760e+02,1.660e+01,-1.660e+01,2.55,6.600e-01,-2.900e-01,0.1770,,,88.09,,,559.0,,,23.06,17.66,-6.75,5788.00,155.00,-155.00,4.524,0.060,-0.180,0.8480,0.2210,-0.0950,0.8770,0.1000,-0.0900,,,,291.951900,43.074711
Kepler-605 b,CONFIRMED,3.383540239,5.3520000e-06,-5.3520000e-06,0.6300,0.2530,-0.4090,1.40300,0.04600,-0.04600,2.5570e+02,8.500e+00,-8.500e+00,1.65,2.100e-01,-2.100e-01,0.0420,,,87.54,,,1133.0,,,389.19,137.24,-107.35,5300.00,87.00,-71.00,4.385,0.132,-0.088,0.9860,0.1240,-0.1240,0.8610,0.0610,-0.0310,,,,287.295440,43.279869
Kepler-605 c,CONFIRMED,2.358952404,8.7830000e-06,-8.7830000e-06,0.3850,0.0550,-0.3850,1.59300,0.11500,-0.11500,9.4100e+01,6.500e+00,-6.500e+00,0.96,1.200e-01,-1.200e-01,0.0330,,,87.91,,,1278.0,,,630.43,222.30,-173.90,5300.00,87.00,-71.00,4.385,0.132,-0.088,0.9860,0.1240,-0.1240,0.8610,0.0610,-0.0310,,,,287.295440,43.279869
Kepler-185 c,CONFIRMED,20.729042340,6.3010000e-05,-6.3010000e-05,0.5590,0.0700,-0.4460,2.80660,0.07560,-0.07560,5.6170e+02,1.900e+01,-1.900e+01,1.94,9.000e-02,-9.000e-02,0.1378,,,89.34,,,530.0,,,18.68,3.14,-2.84,4979.00,82.00,-74.00,4.538,0.049,-0.036,0.8030,0.0370,-0.0410,0.8110,0.0420,-0.0330,,,,282.468110,43.889912
Kepler-185 b,CONFIRMED,1.632916419,3.2980000e-06,-3.2980000e-06,0.1360,0.3220,-0.1360,1.55990,0.05780,-0.05780,2.0920e+02,8.000e+00,-8.000e+00,1.13,5.000e-02,-6.000e-02,0.0253,,,89.04,,,1237.0,,,554.07,93.18,-84.14,4979.00,82.00,-74.00,4.538,0.049,-0.036,0.8030,0.0370,-0.0410,0.8110,0.0420,-0.0330,,,,282.468110,43.889912
Kepler-546 b,CONFIRMED,4.147021189,8.9300000e-07,-8.9300000e-07,0.2550,0.0380,-0.2550,2.89970,0.01330,-0.01330,3.6807e+03,1.060e+01,-1.060e+01,7.31,1.990e+00,-1.620e+00,0.0502,,,88.70,,,1258.0,,,590.84,472.23,-274.89,5818.00,158.00,-176.00,4.266,0.190,-0.171,1.2050,0.3270,-0.2680,0.9770,0.1400,-0.1050,,,,283.257600,40.990501
Kepler-151 b,CONFIRMED,15.228955140,2.0920000e-05,-2.0920000e-05,0.7770,0.0860,-0.5480,2.59670,0.04140,-0.04140,1.1248e+03,1.990e+01,-1.990e+01,3.00,6.400e-01,-2.800e-01,0.1152,,,88.54,,,639.0,,,39.40,26.14,-10.67,5456.00,164.00,-164.00,4.562,0.045,-0.135,0.8120,0.1750,-0.0750,0.8780,0.0820,-0.0910,,,,292.162780,41.023239
Kepler-151 c,CONFIRMED,24.674582440,8.1450000e-05,-8.1450000e-05,0.8170,0.0960,-0.5650,3.26480,0.08280,-0.08280,6.5060e+02,2.220e+01,-2.220e+01,2.33,5.000e-01,-2.200e-01,0.1589,,,88.69,,,544.0,,,20.71,13.74,-5.61,5456.00,164.00,-164.00,4.562,0.045,-0.135,0.8120,0.1750,-0.0750,0.8780,0.0820,-0.0910,,,,292.162780,41.023239
Kepler-564 b,CONFIRMED,3.750832927,1.2160000e-06,-1.2160000e-06,0.0010,0.3090,-0.0010,1.94570,0.01240,-0.01240,2.3979e+03,1.350e+01,-1.350e+01,4.61,1.330e+00,-4.200e-01,0.0484,,,90.00,,,1129.0,,,383.77,324.97,-102.89,5776.00,156.00,-174.00,4.512,0.036,-0.204,0.9500,0.2740,-0.0860,1.0680,0.0910,-0.1470,,,,296.838380,46.626400
